RelativeFile,CheckID,Line,Column,Severity,Diagnostic,Suppressed,Classification,Rationale
Forcing/WVPrescribedBoussinesqSource.m,AGROW,151,17,info,"Variable appears to change size on every loop iteration. Consider preallocating for speed.",1,performance,"Dynamic allocation and equivalent logical-indexing suggestions are visible performance advice, not correctness failures."
Forcing/WVPseudoTopographicWaveGeneration.m,AGROW,641,21,info,"Variable appears to change size on every loop iteration. Consider preallocating for speed.",0,performance,"Dynamic allocation and equivalent logical-indexing suggestions are visible performance advice, not correctness failures."
Forcing/WVThermalAPVDamping.m,AGROW,228,35,info,"Variable appears to change size on every loop iteration. Consider preallocating for speed.",1,performance,"Dynamic allocation and equivalent logical-indexing suggestions are visible performance advice, not correctness failures."
Integrators/WVDensityDiffusionIntegrator.m,AGROW,117,46,info,"Variable appears to change size on every loop iteration. Consider preallocating for speed.",1,performance,"Dynamic allocation and equivalent logical-indexing suggestions are visible performance advice, not correctness failures."
Integrators/WVDensityDiffusionIntegrator.m,AGROW,240,21,info,"Variable appears to change size on every loop iteration. Consider preallocating for speed.",1,performance,"Dynamic allocation and equivalent logical-indexing suggestions are visible performance advice, not correctness failures."
Integrators/WVDensityDiffusionIntegrator.m,AGROW,288,21,info,"Variable appears to change size on every loop iteration. Consider preallocating for speed.",1,performance,"Dynamic allocation and equivalent logical-indexing suggestions are visible performance advice, not correctness failures."
ObservingSystems/WVLagrangianParticles.m,INUSD,193,46,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
ObservingSystems/WVTracer.m,INUSD,94,46,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
Operations/APEOperation.m,INUSA,13,17,warning,"Input argument might be unused after the function arguments block(s).",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
Operations/APEOperation.m,INUSD,29,38,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
Operations/APVOperation.m,INUSD,15,38,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
Operations/EtaTrueOperation.m,MANU,113,53,warning,"Input argument might be unused. Consider replacing the argument with ~, or make this method Static instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVFlowComponent.m,PROP,164,17,warning,"'name' is also the name of a property, which may be confusing. Use obj.PropertyName syntax to reference the property, or rename this variable to improve readability.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVFlowComponent.m,PROP,165,36,warning,"'name' is also the name of a property, which may be confusing. Use obj.PropertyName syntax to reference the property, or rename this variable to improve readability.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVFlowComponent.m,PROP,166,28,warning,"'name' is also the name of a property, which may be confusing. Use obj.PropertyName syntax to reference the property, or rename this variable to improve readability.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVFlowComponent.m,PROP,166,50,warning,"'name' is also the name of a property, which may be confusing. Use obj.PropertyName syntax to reference the property, or rename this variable to improve readability.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVFlowComponent.m,PROP,167,50,warning,"'name' is also the name of a property, which may be confusing. Use obj.PropertyName syntax to reference the property, or rename this variable to improve readability.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVFlowComponent.m,PROP,168,28,warning,"'name' is also the name of a property, which may be confusing. Use obj.PropertyName syntax to reference the property, or rename this variable to improve readability.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVFlowComponent.m,PROP,168,55,warning,"'name' is also the name of a property, which may be confusing. Use obj.PropertyName syntax to reference the property, or rename this variable to improve readability.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVFlowComponent.m,PROP,170,28,warning,"'name' is also the name of a property, which may be confusing. Use obj.PropertyName syntax to reference the property, or rename this variable to improve readability.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVForcing.m,INUSD,165,64,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVForcing.m,INUSD,165,70,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVForcing.m,INUSD,182,71,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVForcing.m,INUSD,182,77,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVForcing.m,INUSD,201,52,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVForcing.m,INUSD,201,58,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVForcing.m,INUSD,218,54,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVForcing.m,INUSD,218,60,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVForcing.m,INUSD,236,52,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVForcing.m,INUSD,236,58,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVForcing.m,INUSD,256,59,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVForcing.m,INUSD,256,65,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVForcing.m,INUSD,269,62,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVForcing.m,INUSD,269,67,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVForcing.m,INUSD,269,77,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVForcing.m,INUSD,292,60,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVForcing.m,INUSD,292,66,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVForcing.m,INUSD,305,58,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVForcing.m,INUSD,305,63,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVForcing.m,INUSD,305,76,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVForcing.m,INUSD,315,64,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVForcing.m,INUSD,315,69,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVForcing.m,INUSD,315,82,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVForcing.m,INUSD,334,62,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVForcing.m,INUSD,334,68,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVForcing.m,INUSD,347,60,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVForcing.m,INUSD,347,66,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVForcing.m,INUSD,360,45,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVForcing.m,INUSD,360,51,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVModelOutputGroup.m,AGROW,131,25,info,"Variable appears to change size on every loop iteration. Consider preallocating for speed.",0,performance,"Dynamic allocation and equivalent logical-indexing suggestions are visible performance advice, not correctness failures."
WVModelOutputGroup.m,AGROW,132,25,info,"Variable appears to change size on every loop iteration. Consider preallocating for speed.",0,performance,"Dynamic allocation and equivalent logical-indexing suggestions are visible performance advice, not correctness failures."
WVModelOutputGroup.m,AGROW,142,21,info,"Variable appears to change size on every loop iteration. Consider preallocating for speed.",0,performance,"Dynamic allocation and equivalent logical-indexing suggestions are visible performance advice, not correctness failures."
WVModelOutputGroup.m,AGROW,145,21,info,"Variable appears to change size on every loop iteration. Consider preallocating for speed.",0,performance,"Dynamic allocation and equivalent logical-indexing suggestions are visible performance advice, not correctness failures."
WVModelOutputGroup.m,AGROW,183,21,info,"Variable appears to change size on every loop iteration. Consider preallocating for speed.",0,performance,"Dynamic allocation and equivalent logical-indexing suggestions are visible performance advice, not correctness failures."
WVModelOutputGroup.m,INUSA,222,17,warning,"Input argument might be unused after the function arguments block(s).",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVModelOutputGroup.m,INUSA,223,17,warning,"Input argument might be unused after the function arguments block(s).",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVModelOutputGroup.m,INUSA,224,17,warning,"Input argument might be unused after the function arguments block(s).",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVObservingSystem.m,MANU,100,50,warning,"Input argument might be unused. Consider replacing the argument with ~, or make this method Static instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVObservingSystem.m,MANU,107,41,warning,"Input argument might be unused. Consider replacing the argument with ~, or make this method Static instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVObservingSystem.m,MANU,119,41,warning,"Input argument might be unused. Consider replacing the argument with ~, or make this method Static instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVObservingSystem.m,INUSD,126,33,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVObservingSystem.m,INUSD,126,38,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVObservingSystem.m,INUSD,126,40,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVObservingSystem.m,INUSD,134,41,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVObservingSystem.m,INUSD,134,46,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVObservingSystem.m,INUSD,134,48,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVObservingSystem.m,INUSD,148,36,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVObservingSystem.m,INUSD,148,41,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVObservingSystem.m,INUSD,158,38,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVObservingSystem.m,INUSD,158,43,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVObservingSystem.m,INUSD,158,49,warning,"Input argument might be unused. Consider replacing the argument with ~ instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVObservingSystem.m,INUSA,189,17,warning,"Input argument might be unused after the function arguments block(s).",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVPrimaryFlowComponent.m,INUSA,75,17,warning,"Input argument might be unused after the function arguments block(s).",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVPrimaryFlowComponent.m,INUSA,95,17,warning,"Input argument might be unused after the function arguments block(s).",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVPrimaryFlowComponent.m,INUSA,116,17,warning,"Input argument might be unused after the function arguments block(s).",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVPrimaryFlowComponent.m,MANU,231,48,warning,"Input argument might be unused. Consider replacing the argument with ~, or make this method Static instead.",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVPrimaryFlowComponent.m,INUSA,252,17,warning,"Input argument might be unused after the function arguments block(s).",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVPrimaryFlowComponent.m,INUSA,253,17,warning,"Input argument might be unused after the function arguments block(s).",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
WVPrimaryFlowComponent.m,INUSA,254,17,warning,"Input argument might be unused after the function arguments block(s).",0,style,"Unused callback or interface inputs and property-name clarity advice are nonblocking style findings."
